date,open consumer discretionary,close consumer discretionary,low consumer discretionary,high consumer discretionary,volume consumer discretionary,open industrials,close industrials,low industrials,high industrials,volume industrials,open materials,close materials,low materials,high materials,volume materials,open energy,close energy,low energy,high energy,volume energy,open consumerstaples,close consumerstaples,low consumerstaples,high consumerstaples,volume consumerstaples,open realestate,close realestate,low realestate,high realestate,volume realestate,open telecom,close telecom,low telecom,high telecom,volume telecom,open IT,close IT,low IT,high IT,volume IT,open finance,close finance,low finance,high finance,volume finance,open health,close health,low health,high health,volume health,open utilities,close utilities,low utilities,high utilities,volume utilities,VIX Close
2006-02-21,72.17000102996823,72.47500228881836,71.35500144958489,72.84499835968018,23972000,101.9900016784668,101.29000091552739,99.7700004577636,103.6300010681152,22799400,117.73999977111811,118.44500350952151,117.3500003814697,119.6049995422363,11472900,126.4941215515137,125.92992782592782,125.49898147583009,127.58821487426749,34867500,95.99499893188481,96.2050018310546,95.60000038146971,97.13999938964851,37280500,113.0790481567383,112.0190486907959,111.69052505493158,113.137996673584,3482800,85.7173957824707,85.8267459869385,85.02182769775389,86.840654373169,40364900,67.2442874908448,65.9985704421997,65.65142726898188,67.8042840957642,219493200,117.23999977111822,117.0049991607666,116.60499763488761,117.70000267028811,24129800,85.30000114440931,84.1099987030029,83.8600006103515,85.90999984741211,39360900,110.01000022888181,109.1200008392334,108.8400020599365,110.98999977111819,4737100,12.41
2006-02-22,72.2299995422363,72.73499965667727,71.81500148773189,73.1500015258789,27310100,102.7899971008301,103.3600006103515,102.13999938964838,104.75,28018700,118.3999977111816,119.439998626709,117.3499984741211,120.01000022888181,13112400,125.4291019439697,124.7126483917236,123.9018173217774,125.8007469177246,32659900,96.4449996948243,96.3600006103515,95.8399982452393,97.10500144958499,23500400,112.1292610168457,112.18926429748531,111.47178649902351,112.6377868652344,3951400,86.26866722106931,85.8988475799561,85.3761482238769,87.00692749023439,33356300,65.88714313507089,67.2985696792602,64.87428474426271,67.5985736846924,268824100,117.23999977111822,118.68500137329102,117.01499938964838,119.01999664306629,36262400,84.4800014495849,85.4699993133545,84.0300006866455,85.9200000762939,48800800,109.5699996948242,110.079999923706,108.93000030517581,110.3999996185303,4325200,11.88
2006-02-23,72.48000049591067,71.88499927520745,71.61000061035156,72.63499927520758,23743800,102.95000076293951,104.04999923706049,102.68000030517581,105.45999908447268,24712000,119.2600021362305,116.93500328063959,115.954999923706,120.17999839782709,17364200,124.0411014556885,124.1751823425293,123.17195892333982,126.05390930175778,34207200,96.44000053405759,96.8850002288818,96.07999992370608,97.4350013732911,26076300,112.077995300293,111.7405204772949,111.05367851257319,112.9980010986328,3586200,85.7978401184082,85.77244377136232,85.1212329864502,86.32832145690921,34463200,67.0857124328613,66.38999938964841,66.2142848968506,67.9685726165772,239902900,118.59999847412111,118.67499923706058,117.8600006103516,119.6700019836426,34234000,84.96999931335449,84.75,84.4800014495849,85.4900016784668,39028600,109.8900012969971,109.1400012969971,108.81999969482419,110.33000183105472,3511500,11.87
2006-02-24,71.79999828338616,72.00000190734865,71.3050003051758,72.33999919891357,20255900,102.7400016784668,102.4599990844726,101.65000152587902,103.2800025939941,20292800,117.60500144958502,118.984998703003,116.6949996948242,119.24999999999991,14407900,125.9630966186524,126.20948791503909,125.57379341125491,127.2345027923584,28339100,96.80500030517581,96.85500144958499,96.22999763488761,97.4600009918212,21304400,111.553258895874,111.52683639526359,110.7306270599365,112.40157890319821,3027200,85.918348312378,85.56979179382331,84.8930206298827,86.4303874969482,33753900,66.7057161331177,66.6285724639892,65.8814287185669,67.45285797119139,151204100,118.1999969482422,119.66500091552732,117.96999740600592,120.1350021362304,31122300,84.8200016021728,84.43999862670901,83.9799995422364,85.3100013732909,31300200,109.35000228881839,109.85999870300299,108.88999938964841,110.23000144958489,3840100,11.46
2006-02-27,71.99999999999997,72.97999954223624,71.83000183105464,73.29499912261967,19062300,102.82000350952151,102.1699981689453,101.4099998474122,103.2699966430664,22247400,117.2650012969971,115.0099983215332,114.3499984741211,118.20999717712401,17053900,125.8970336914063,124.7426681518555,124.6463012695313,126.3542270660401,27064900,96.8999977111816,97.2249984741211,96.78999900817868,97.5450000762939,23042700,111.5555763244629,111.3991527557373,111.009994506836,112.4149398803711,2539600,85.71038627624519,86.38909912109379,85.42583084106451,87.2022075653075,38309800,66.80428600311281,66.4114274978638,66.02285671234121,67.2728586196899,218457600,119.66999816894528,119.8050003051758,119.42499923706049,120.4200019836426,33130700,84.43000030517581,85.170000076294,84.3900012969971,85.73999977111819,44774200,110.1799983978272,111.05999755859371,109.78000068664551,111.3600025177001,5251100,11.59
2006-02-28,72.7450008392334,71.86500120162965,71.67000007629397,73.1100006103515,30622000,102.189998626709,101.43000030517581,100.72999572753909,103.0699996948242,29201500,114.769998550415,112.8649997711181,111.7449989318848,115.2250003814698,21746700,124.30570793151858,124.2769203186035,123.184892654419,125.2207202911377,36111200,96.9699993133544,96.4350013732911,96.0699996948242,97.2400016784667,29531200,110.3612575531006,110.3610477447509,109.7046241760254,111.42767906188959,4050100,86.4199390411378,85.5007266998291,85.2830753326415,86.8547019958497,33475100,66.66571521759029,63.96428394317622,63.768570899963365,67.05285930633539,345459200,119.5299987792969,119.0899963378906,118.6050014495849,119.91999816894528,42247200,84.73999977111811,84.1500015258789,84.0,85.16000175476069,47275400,110.6299991607666,110.310001373291,109.46999931335449,110.97999763488771,7274900,12.34
2006-03-01,71.88999938964841,72.32499885559083,71.6099982261658,72.51000022888188,36146300,101.3199996948242,101.65999603271479,100.3600006103516,103.4900016784668,27044000,113.2250003814697,113.7300014495849,112.3699989318848,114.90999794006339,13786400,124.75514221191409,126.33754539489738,124.40266227722171,126.68903160095209,30244300,96.3200016021729,95.9450016021728,95.45499801635741,96.70999908447261,24846400,110.48062324523919,110.2689437866211,109.47315597534181,110.8783149719238,3649600,85.70944786071779,86.5490074157715,85.5954475402831,86.8716583251953,31868700,64.44428539276119,65.89142799377436,64.26714324951176,66.38714218139653,219150400,118.7349967956543,119.5750007629394,118.5950012207031,119.99999618530269,34573500,84.14999961853019,83.9899997711182,83.2599983215332,84.59999847412101,42341700,110.4300003051758,110.11000061035159,109.0400009155274,110.7499980926514,4694000,11.54
2006-03-02,71.42999935150146,71.5949993133544,71.03000020980832,72.12000131607056,40144400,101.1500015258789,101.8199996948242,100.7900009155274,102.45000076293951,26900200,114.12000274658212,115.8950004577636,113.2000007629394,117.00499916076669,15860500,126.11717414855949,127.6808738708497,125.8031120300293,128.1209754943848,35295700,95.8449974060058,95.5550022125244,95.1100006103516,96.3549995422363,25628700,109.9895763397217,110.5443115234375,109.48105049133301,111.28115463256839,3159000,86.4602508544922,86.4999713897705,85.74109077453619,86.82928276062,35984000,66.32571506500253,67.12428760528563,65.6799993515015,67.41857147216801,180023400,119.09000015258789,118.7300014495849,118.045000076294,119.4150009155274,33183000,83.5499992370605,83.9299983978272,83.2899990081788,84.4199981689453,34205100,109.8599967956543,109.39999771118158,108.6100006103515,109.9999961853027,4875100,11.72
2006-03-03,71.085000038147,71.45499849319458,70.4800009727478,72.01000022888186,45406700,101.4000015258789,101.55000114440921,100.0499992370605,102.95999908447271,28159900,115.38500022888181,115.7149982452393,114.5250015258789,117.3799991607666,9871200,127.70598983764651,128.0633239746093,127.0495128631591,129.3336696624755,32457000,95.125,95.9200019836426,95.05500030517581,96.5650005340576,21665800,109.87788963317881,109.7455749511719,109.23146820068371,110.5951538085938,2525700,86.16833114624019,86.0196342468262,85.5109596252441,86.7703514099121,33044000,67.43428421020505,65.07428455352789,64.30714321136472,68.91714286804202,232168900,118.43000221252441,118.68999862670901,118.1199989318848,119.68000030517578,31681900,83.3899974822998,84.4299983978272,83.1999988555908,84.8799991607666,43679800,108.2499999999999,108.8700008392334,108.1499977111816,109.8000030517578,6028600,11.96
2006-03-06,71.37000179290769,70.50000143051145,70.280002117157,71.60999965667723,24220300,101.3900012969971,101.8299961090088,100.7600002288819,102.45000076293951,22845500,115.4949989318848,112.13000297546391,110.99499893188481,115.6700019836426,17686200,127.40200233459478,124.67407798767081,124.4756393432618,127.7815189361572,32411200,96.07500267028809,95.57499885559079,95.140001296997,96.48500061035148,22134000,110.2545223236084,111.19094657897949,109.997257232666,111.37926483154291,2687100,85.4085178375244,84.84922599792489,84.10560607910159,86.2962074279785,91114800,65.65000152587895,64.34428501129145,63.18714237213133,66.12428665161138,253704200,118.42499732971189,118.5000000000001,117.7549991607666,119.0550003051757,28808400,84.2000007629395,83.7499980926514,83.4799995422363,84.7599983215332,33887400,109.00999832153309,106.44999885559079,105.909999847412,109.0899982452393,6069000,12.74
2006-03-07,70.07499885559079,69.65499925613403,69.37499952316287,70.1950011253357,27346100,101.89999771118161,102.78000259399411,101.7599983215332,104.0400009155273,23398800,111.96500015258789,109.9900016784668,109.0550022125245,112.4750003814697,17074200,124.2113990783692,124.0193252563477,123.0113334655763,124.9779071807861,38709700,95.704999923706,95.78000068664561,95.409999847412,96.2100009918214,24995100,111.1790504455566,111.0213661193848,110.4549407958984,111.96778488159181,2639500,84.78019142150889,84.28957939147949,83.4063243865967,85.06271362304689,56626400,64.28428745269767,62.72285747528077,62.407142639160114,64.78714466094975,249199400,117.97000122070321,119.34499740600589,117.79500007629389,119.65999984741211,32761400,83.8099994659424,83.68000221252441,83.03000068664551,84.1900005340576,35214900,106.3700008392334,106.4799976348877,105.579999923706,107.1500015258789,4512300,12.66
2006-03-08,69.63000059127813,69.64999961853037,69.18000078201301,70.06999921798713,32653400,102.5,104.2999992370606,102.1099967956543,104.93999862670901,26651800,108.0850028991699,108.6149997711181,106.61000251770021,109.4950008392334,29084500,122.9869232177735,123.6463108062745,121.5475654602051,125.45240783691409,40287500,95.6700019836427,96.0149993896485,95.5599994659423,96.8150005340576,30015600,110.8517894744873,112.4277877807618,110.24809646606441,113.0075778961182,5288800,84.4898548126221,84.52607536315911,83.9290142059326,84.9514694213867,40287600,61.91000175476071,61.34000015258791,59.865715026855455,62.469999313354435,215364400,119.06000137329099,119.5149993896485,118.5549983978272,120.04500198364249,29977500,83.3399982452392,83.68000030517581,82.8899993896485,83.93999862670898,35934700,106.5099983215332,106.53000068664551,104.5899982452392,107.35999679565431,5387900,12.32
2006-03-09,70.08000040054327,70.01000213623051,69.38999891281128,70.40499973297113,38508900,104.1900024414062,103.36999893188481,102.8499984741211,104.3600006103515,25263500,109.3099975585937,106.7050018310546,106.0799980163574,110.86499977111811,17178900,124.178726196289,122.54576492309567,122.07759666442871,124.94557189941412,38593700,95.88999938964851,96.5300025939942,95.79999923706059,96.91499900817861,22394500,111.7069435119629,113.30694389343259,111.41926002502441,113.96231460571289,2997100,84.6689281463623,84.8514289855958,84.3350849151611,85.48873901367179,39425800,61.40571308135985,59.86285686492928,59.81571292877195,62.56571578979497,226582400,119.375,118.55499839782709,118.35000038146981,119.83000183105469,27027500,83.6499996185303,83.3999996185303,83.0899982452392,83.93000030517581,30762600,106.7500038146973,105.55000305175781,105.1200008392334,107.1600017547608,4769300,12.68
2006-03-10,70.33499860763554,69.91999912261959,69.61000013351445,70.59499835968018,23458300,103.38000106811529,105.04999923706049,103.1099967956543,105.36000061035159,28410300,105.8199996948243,108.6550025939942,104.83499908447271,108.96999931335449,17863800,122.6698684692382,123.07862091064459,121.3462409973144,123.53558540344241,35421800,96.8899974822998,97.28500175476071,96.53499794006349,97.54500007629389,26401500,113.89694404602051,114.5246276855469,113.4384231567383,114.8729496002197,3448000,85.2198333740235,85.7490482330322,84.85128211975099,85.9520797729492,48119600,59.94999980926517,60.12714385986324,58.921426773071325,61.47285556793212,290880600,118.5100021362305,119.20500183105472,118.170000076294,119.6050033569336,30049900,83.9899997711182,83.7499980926514,83.19000053405759,84.359998703003,34042900,105.6799983978272,105.8700008392334,104.7899971008301,106.26000213623038,5631800,11.85
2006-03-13,70.35000181198117,70.5400013923645,70.21000003814697,70.75499868392944,24472400,104.86000061035162,104.9399986267089,104.0099983215332,106.31999969482422,23245800,109.0450000762939,108.55499839782709,107.03500175476071,109.4700012207031,12106200,124.14034652709961,125.0301914215087,123.8432846069336,125.61509895324711,31139800,96.9849987030029,96.2850017547608,96.1450004577637,97.24999809265141,24919200,114.6246299743652,115.8552589416504,114.1871585845947,116.47168350219721,3273900,86.0384006500245,86.15043830871579,85.53508949279791,86.78537750244139,41617500,59.39285755157468,58.16285705566407,57.56571292877201,60.41857147216793,258534700,119.5400009155274,119.18000030517581,118.85000228881827,119.9900016784668,26519700,83.68999862670898,84.11000061035162,83.36000061035159,84.3499984741211,40671300,106.0899982452393,106.9499988555909,105.38999938964838,107.28999900817871,5296900,11.37
2006-03-14,70.47000026702877,71.2050023078919,70.28999996185304,71.56000185012819,19862500,104.70999908447268,106.8699989318848,104.68999862670898,107.4999961853027,22836300,108.379997253418,110.6599998474122,108.204999923706,111.3349990844727,14247900,124.94019126892081,127.5127983093262,124.2588882446289,127.84927558898929,34622600,96.19499969482432,97.06500053405759,95.83999824523929,97.17500114440921,26523500,115.5167369842528,116.98621559143061,114.91715431213379,117.10621261596671,5684900,85.85396766662599,86.5120086669922,85.7025718688965,86.68294715881349,39155200,57.745715141296465,59.68714427948004,56.55714225769038,59.85714244842533,212611100,119.379997253418,120.0999984741211,119.2799987792969,120.4000015258789,39826500,83.81999778747561,83.9799976348877,83.47000122070321,84.3899993896485,37236400,107.0400009155274,107.83999824523931,106.0699977874756,108.0700016021728,4874600,10.74
2006-03-15,71.42500162124635,71.50000143051147,70.9400019645691,71.7350001335144,17875900,107.1399993896485,109.05999755859371,106.84999847412121,109.81999969482419,39235300,111.3000011444091,111.70999717712411,110.45000267028809,112.31999778747561,13387800,127.21770477294919,128.5975952148437,126.8130054473877,129.0361804962159,36012200,96.9749984741211,96.82499885559079,96.3650016784668,97.18000030517581,27782600,117.22452926635741,118.3311614990235,116.84747314453129,118.8086376190186,4026600,86.1929721832276,86.5907669067383,85.8317184448242,86.8103256225586,25516900,59.98285579681401,59.59142780303955,58.430001258850055,60.50000000000001,257368400,119.5849990844726,120.07000350952151,119.08000183105469,120.36499786376959,30802000,83.8199996948243,83.88000106811529,83.4800014495849,84.2200012207031,30416200,107.73999977111811,108.9799976348877,107.43000030517581,109.5499992370605,5783200,11.35
2006-03-16,71.10500192642218,70.64999818801883,70.3400011062623,71.23500013351442,31667700,109.1600036621094,108.81999969482422,108.3099975585937,109.61999893188481,32519400,111.5100040435791,111.045000076294,110.16000175476071,112.6750030517578,11925200,128.5315093994141,130.3191432952881,128.0091171264649,130.8424491882325,40166900,97.06500053405759,97.97500038146978,96.7149982452392,98.21999740600592,33900800,118.1013717651368,119.02652549743651,117.63263702392581,119.36273765563959,4721000,86.6188640594483,86.4386463165283,85.8071670532227,87.01716995239259,35082100,60.070000648498564,57.85714530944825,57.74571609497069,60.22714424133295,213855200,120.3999977111816,120.5499992370605,120.0899963378906,121.1150016784668,29584800,83.7800006866455,84.1499977111816,83.5599994659424,84.5399971008301,35200000,109.7000007629395,110.5899982452393,109.42999839782709,110.9899997711182,6101700,11.98
2006-03-17,70.93499898910522,71.54500150680545,70.65000152587886,71.74500083923334,29649200,108.6500015258789,109.1399993896485,108.0200004577637,109.3899993896485,42368200,111.329999923706,111.3000030517579,110.4400005340577,112.390001296997,14155400,131.0743980407714,129.37061119079578,128.9821643829345,131.0887718200683,42706600,98.3649978637695,98.3449993133545,97.83000183105459,98.71000099182119,30609100,119.4533729553223,119.0127410888672,118.11926651000981,119.7914791107178,3590000,86.7630329132081,86.19027137756349,85.8357486724853,86.97577857971191,45992700,57.849998474121094,57.957143783569414,56.588571548461935,58.8628578186035,230086500,120.96500015258789,120.83000183105469,120.3649978637695,121.13999938964841,41789400,84.6500015258789,84.9499988555907,84.20999908447271,85.2099990844726,48533900,111.0399971008301,109.93000030517581,109.43000221252439,111.1099967956543,9535000,12.12
2006-03-20,70.92500162124637,71.01499986648562,70.64500188827515,71.41999864578246,21278000,108.75,111.60000228881842,108.59000015258789,112.37000274658209,18967000,111.07499885559079,110.71500205993651,109.9949989318848,112.42000007629389,9306100,128.8757705688476,127.21725845336911,126.6790199279786,129.8487491607666,30269500,98.7399978637695,99.6649971008301,98.5150012969971,100.0550003051758,32943000,118.8127403259277,118.0748424530029,117.18694877624519,119.3695812225343,3626200,86.33576011657709,85.8393993377686,84.99851226806649,86.6168518066406,33084100,58.05714130401616,58.11143016815183,57.594286918640115,58.90142822265619,174102000,120.560001373291,120.9150009155274,120.1100044250488,121.1849975585937,24428900,84.9300003051757,85.13999938964841,84.6499977111816,85.6800003051758,28633000,110.51000022888178,108.9900016784668,108.44000053405759,110.9899997711181,5986900,11.79
2006-03-21,70.7750010490418,70.55500125885006,69.9399991035461,71.09000110626215,34167500,113.23999786376959,112.25999832153319,111.4500007629394,116.0,24575700,109.5549964904785,108.16999816894528,107.6199989318848,110.6550025939941,13988100,127.14567756652832,127.3719673156738,126.252197265625,128.8252906799316,39785100,100.0100002288819,99.9350013732911,99.3150005340576,100.6200008392335,29829100,117.7448444366455,116.48115539550781,116.4022159576416,118.3735847473145,3067100,85.7793598175049,85.3237686157226,84.9187602996826,86.2382621765137,34588500,57.930001258850055,58.26999855041505,57.27000045776367,60.58142852783208,363575100,120.6199989318848,120.20999908447271,119.90500259399408,121.3999977111817,33410200,85.36000061035159,85.0299987792969,84.5399990081786,85.77000045776369,37562600,109.0699996948243,107.45000267028811,107.1100025177002,109.39999961853019,7186800,11.62
2006-03-22,69.07499980926514,71.11499881744386,68.86499881744382,71.2599983215332,32910600,112.1000022888183,116.7699966430664,112.0299987792969,117.56000137329099,19974400,108.1900005340576,108.7700004577637,108.03000068664551,110.1849994659424,9576000,127.17657852172852,128.0941295623779,126.79303169250488,129.496524810791,33780700,99.67000007629392,100.62499809265131,99.38500022888181,100.9450016021728,28241900,116.2653675079346,117.3234729766846,115.8655757904052,117.72694778442388,3809800,84.3490695953369,85.631736755371,83.9940395355224,86.1380233764649,41152700,57.330001831054716,57.7299995422364,56.62285804748535,58.4957132339478,373063200,119.5900001525879,121.7250022888183,119.4000015258789,122.0950012207031,32111500,87.67000007629389,87.8699989318848,86.78999900817868,88.7900009155274,78493900,106.92999839782709,108.2099990844726,106.5599994659423,108.579999923706,5782700,11.21
2006-03-23,69.63999938964847,68.53000164031984,67.89499998092653,70.08999919891356,42329900,116.4099998474122,114.9300003051759,114.0399971008301,117.1000022888183,24081700,108.6550006866456,110.4700012207031,107.9749984741211,110.78999900817871,10381200,128.7445907592774,129.3296394348145,128.43347930908197,130.3055305480957,32701700,100.6049995422363,100.29500007629389,99.409999847412,101.3399982452392,29141600,117.2430534362793,117.7980003356933,116.8845291137695,118.2165260314941,2803900,85.830150604248,85.3645248413086,85.084098815918,85.9651165008545,44949600,58.33142757415763,57.77428627014162,57.67571640014644,59.88285827636714,391847900,121.51999664306638,121.22500228881839,120.74499893188481,121.7950019836426,29058100,87.79999732971191,87.86000061035159,87.0099983215332,88.61999893188481,36795700,108.16999816894531,107.8500022888184,107.24999809265141,108.3700008392334,6034100,11.17
